wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,assessor_vitya
6675179,1785,appendix_llama,furniture.n.01,penny,['furnishing.n.02'],"['appointment.n.03', 'curtain.n.01', 'rug.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Edward_I_penny_%28FindID_491318%29.jpg/411px-Edward_I_penny_%28FindID_491318%29.jpg?20170131123911', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Ironbridge_Penny.jpg/800px-Ironbridge_Penny.jpg?20100923192837', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Silver_penny_of_Henry_II_%28YORYM_2000_2076%29_reverse.jpg/616px-Silver_penny_of_Henry_II_%28YORYM_2000_2076%29_reverse.jpg?20160830104720', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/BendingPenny.png?20140824020436', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Edward_Rothe_Penny_coat-of-arms.png/703px-Edward_Rothe_Penny_coat-of-arms.png?20220128142522']",Edward I penny (FindID 491318).jpg,"a small unit of currency in various countries, often the smallest denomination within a currency system.",stabilityai_stable-diffusion-xl-base-1.0,black-forest-labs_FLUX.1-dev,1
42849420,1787,appendix_llama,furniture.n.01,penny,['furnishing.n.02'],"['appointment.n.03', 'curtain.n.01', 'rug.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Edward_I_penny_%28FindID_491318%29.jpg/411px-Edward_I_penny_%28FindID_491318%29.jpg?20170131123911', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Ironbridge_Penny.jpg/800px-Ironbridge_Penny.jpg?20100923192837', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Silver_penny_of_Henry_II_%28YORYM_2000_2076%29_reverse.jpg/616px-Silver_penny_of_Henry_II_%28YORYM_2000_2076%29_reverse.jpg?20160830104720', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/BendingPenny.png?20140824020436', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Edward_Rothe_Penny_coat-of-arms.png/703px-Edward_Rothe_Penny_coat-of-arms.png?20220128142522']",Edward I penny (FindID 491318).jpg,"a small coin and monetary unit within various countries, including the United States and the United Kingdom, typically representing one-hundredth of the basic currency unit.",black-forest-labs_FLUX.1-dev,stabilityai_sdxl-turbo,0
94132969,1796,appendix_llama,pasta.n.02,jewelry,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Jewelry_designing_%28edited%29.jpg/800px-Jewelry_designing_%28edited%29.jpg?20230620210012', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/%EC%84%9C%EB%B4%89%EC%B4%9D_%EA%B8%88%EA%B4%80_%EA%B8%88%EC%A0%9C%EB%93%9C%EB%A6%AC%EA%B0%9C.jpg/432px-%EC%84%9C%EB%B4%89%EC%B4%9D_%EA%B8%88%EA%B4%80_%EA%B8%88%EC%A0%9C%EB%93%9C%EB%A6%AC%EA%B0%9C.jpg?20141107104701', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Hindu_Bride%2C_Ahmedabad%2C_Gujarat.jpg/443px-Hindu_Bride%2C_Ahmedabad%2C_Gujarat.jpg?20120130132533', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/%EA%B2%BD%EC%A3%BC_%EB%B6%80%EB%B6%80%EC%B4%9D_%EA%B8%88%EA%B7%80%EA%B1%B8%EC%9D%B4.jpg/584px-%EA%B2%BD%EC%A3%BC_%EB%B6%80%EB%B6%80%EC%B4%9D_%EA%B8%88%EA%B7%80%EA%B1%B8%EC%9D%B4.jpg?20150129054545', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Parure_della_regina_maria_amelia%2C_parigi%2C_1800-15_poi_1850-75_ca.jpg/617px-Parure_della_regina_maria_amelia%2C_parigi%2C_1800-15_poi_1850-75_ca.jpg?20170106111046']",Jewelry designing (edited).jpg,"an assortment of decorative items worn for personal adornment, such as rings, necklaces, earrings, and bracelets.",stabilityai_stable-diffusion-xl-base-1.0,black-forest-labs_FLUX.1-dev,1
53461182,1797,appendix_llama,pasta.n.02,copper-nickel alloy,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Nickel_Silver_ALP_stamp_Hopeakeskus.jpg/800px-Nickel_Silver_ALP_stamp_Hopeakeskus.jpg?20230831160659', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/L-R%2C_front_to_back_-_Inconel_nickel-copper%3B_Beryllium-copper_%28no-spark_tools%29%3B_steel%3B_magnesium%3B_aluminum%3B_titanium.jpg/800px-L-R%2C_front_to_back_-_Inconel_nickel-copper%3B_Beryllium-copper_%28no-spark_tools%29%3B_steel%3B_magnesium%3B_aluminum%3B_titanium.jpg?20220813094842', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Alloy_and_metal_samples_-_Beryllium-Copper%2C_Inconel%2C_Steel%2C_Titanium%2C_Aluminum%2C_Magnesium.jpg/800px-Alloy_and_metal_samples_-_Beryllium-Copper%2C_Inconel%2C_Steel%2C_Titanium%2C_Aluminum%2C_Magnesium.jpg?20130906132439', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Check-valve-springs-in-inconel-The-Alloy-Valve-Stockist.JPG/450px-Check-valve-springs-in-inconel-The-Alloy-Valve-Stockist.JPG?20100219170247', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Cu-alloy-colours.svg/512px-Cu-alloy-colours.svg.png?20211010064334']",Nickel Silver ALP stamp Hopeakeskus.jpg,"A metal blend combining copper and nickel, typically resistant to corrosion and used in the production of coins and marine hardware.",retrieval,black-forest-labs_FLUX.1-dev,1
39191981,1799,appendix_llama,pasta.n.02,coin,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/India%2C_Kushan%2C_Vasudeva_II%2C_3rd_century_-_Coin_of_Kushan_King_Vasudeva_II_-_2011.212_-_Cleveland_Museum_of_Art.jpg/800px-India%2C_Kushan%2C_Vasudeva_II%2C_3rd_century_-_Coin_of_Kushan_King_Vasudeva_II_-_2011.212_-_Cleveland_Museum_of_Art.jpg?20211130202228', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Coins_of_the_Italian_Republic_%28500_Lire%29_silver_%28Caravels%29.png/800px-Coins_of_the_Italian_Republic_%28500_Lire%29_silver_%28Caravels%29.png?20170602212904', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/One_Rupee_East_India_Company.JPG/616px-One_Rupee_East_India_Company.JPG?20120415071655', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Argentina_1828_8_Escudos.jpg/800px-Argentina_1828_8_Escudos.jpg?20160121234218', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Reverse_of_1_Qiran_Iranian_Coin_-_Fath_Ali_Shah_Qhajar_-_1830.jpg/602px-Reverse_of_1_Qiran_Iranian_Coin_-_Fath_Ali_Shah_Qhajar_-_1830.jpg?20150725134944']","India, Kushan, Vasudeva II, 3rd century - Coin of Kushan King Vasudeva II - 2011.212 - Cleveland Museum of Art.jpg",A piece of metal stamped and issued by the authority of a government for use as money.,black-forest-labs_FLUX.1-dev,playgroundai_playground-v2.5-1024px-aesthetic,0
30418571,1802,appendix_llama,pasta.n.02,reality,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Reality-bites-how-to-catch-ideas.png/800px-Reality-bites-how-to-catch-ideas.png?20210111155128', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Image_with_nested_realities_of_laptop_showing_the_same_laptop_as_in_previous_image_in_four_reality_planes.jpg/800px-Image_with_nested_realities_of_laptop_showing_the_same_laptop_as_in_previous_image_in_four_reality_planes.jpg?20220708163909', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Old_Bagan%2C_Myanmar%2C_Higher_reality.jpg/800px-Old_Bagan%2C_Myanmar%2C_Higher_reality.jpg?20210104175849', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/LOGO-SOCIAL-STAR-REALITY-SHOW_02.png/800px-LOGO-SOCIAL-STAR-REALITY-SHOW_02.png?20210516204056', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/The_reality_of_Madagascar.jpg/684px-The_reality_of_Madagascar.jpg?20220413183815']",Reality-bites-how-to-catch-ideas.png,"the state of things as they actually exist, as opposed to an idealistic or notional idea of them.",black-forest-labs_FLUX.1-dev,runwayml_stable-diffusion-v1-5,0
28037874,1806,appendix_llama,pasta.n.02,cuisine,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Parboiled_rice_with_chicken%2C_peppers%2C_cucurbita%2C_peas_and_tomato.jpg/800px-Parboiled_rice_with_chicken%2C_peppers%2C_cucurbita%2C_peas_and_tomato.jpg?20170616203438', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Christmas_table_%28Serbian_cuisine%29.jpg/800px-Christmas_table_%28Serbian_cuisine%29.jpg?20180119110327', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Wiener-Schnitzel02.jpg/800px-Wiener-Schnitzel02.jpg?20061220124834', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Lunch_dish_%28pumpkin_sauce%2C_potatoes_and_chicken_steak%29.jpg/799px-Lunch_dish_%28pumpkin_sauce%2C_potatoes_and_chicken_steak%29.jpg?20170613103608', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Les_hu%C3%AEtres_de_Saint-Germain-sur-Ay_ERNOUF_Guillaume.JPG/800px-Les_hu%C3%AEtres_de_Saint-Germain-sur-Ay_ERNOUF_Guillaume.JPG?20120512235512']","Parboiled rice with chicken, peppers, cucurbita, peas and tomato.jpg","Cuisine refers to a style or method of cooking, especially as characteristic of a particular country, region, or establishment.",PixArt-alpha_PixArt-Sigma-XL-2-512-MS,black-forest-labs_FLUX.1-dev,0
78356616,1807,appendix_llama,pasta.n.02,coin,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/India%2C_Kushan%2C_Vasudeva_II%2C_3rd_century_-_Coin_of_Kushan_King_Vasudeva_II_-_2011.212_-_Cleveland_Museum_of_Art.jpg/800px-India%2C_Kushan%2C_Vasudeva_II%2C_3rd_century_-_Coin_of_Kushan_King_Vasudeva_II_-_2011.212_-_Cleveland_Museum_of_Art.jpg?20211130202228', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Coins_of_the_Italian_Republic_%28500_Lire%29_silver_%28Caravels%29.png/800px-Coins_of_the_Italian_Republic_%28500_Lire%29_silver_%28Caravels%29.png?20170602212904', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/One_Rupee_East_India_Company.JPG/616px-One_Rupee_East_India_Company.JPG?20120415071655', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Argentina_1828_8_Escudos.jpg/800px-Argentina_1828_8_Escudos.jpg?20160121234218', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Reverse_of_1_Qiran_Iranian_Coin_-_Fath_Ali_Shah_Qhajar_-_1830.jpg/602px-Reverse_of_1_Qiran_Iranian_Coin_-_Fath_Ali_Shah_Qhajar_-_1830.jpg?20150725134944']","India, Kushan, Vasudeva II, 3rd century - Coin of Kushan King Vasudeva II - 2011.212 - Cleveland Museum of Art.jpg",A piece of metal stamped and issued by the authority of a government for use as money.,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,black-forest-labs_FLUX.1-dev,1
39810974,1811,appendix_llama,pasta.n.02,musical quality,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/2/2d/Parus_major_m.jpg?20070219234057', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Astrantia_major_Mitterbach_01.JPG/800px-Astrantia_major_Mitterbach_01.JPG?20141212085300', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Columbella_major_01.jpg/757px-Columbella_major_01.jpg?20190406061516', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Musical_group_on_The_Huc_Bridge_in_Hanoi%2C_20240123_1402_3331.jpg/800px-Musical_group_on_The_Huc_Bridge_in_Hanoi%2C_20240123_1402_3331.jpg?20240413163045', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Major_League_Baseball_logo.svg/172px-Major_League_Baseball_logo.svg.png?20190424101007']",Parus major m.jpg,"Musical quality is the characteristic of music that includes tone, pitch, rhythm, and harmony which determines the overall enjoyment and emotional impact of a piece.",black-forest-labs_FLUX.1-dev,prompthero_openjourney,3
84208735,1812,appendix_llama,pasta.n.02,color,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Colouring_pencils.jpg/800px-Colouring_pencils.jpg?20230619113853', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Colored_pencils_chevre.jpg/800px-Colored_pencils_chevre.jpg?20060801023649', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/64_365_Color_Macro_%285498808099%29.jpg/800px-64_365_Color_Macro_%285498808099%29.jpg?20130130010656', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Monet_-_Die_japanische_Br%C3%BCcke_in_Giverny.jpg/668px-Monet_-_Die_japanische_Br%C3%BCcke_in_Giverny.jpg?20090630165520', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/BYR_color_wheel.svg/382px-BYR_color_wheel.svg.png?20180129055411']",Colouring pencils.jpg,"a property of light as seen by people, resulting from the spectrum of light emitted or reflected by objects.",runwayml_stable-diffusion-v1-5,black-forest-labs_FLUX.1-dev,0
84089324,1817,appendix_llama,cheese.n.01,tree,"['dairy_product.n.01', 'food.n.02']","['butter.n.01', 'clabber.n.01', 'cream.n.02', 'curd.n.02', 'half-and-half.n.01', 'milk.n.01', 'whey.n.02', 'yogurt.n.01', 'baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'pasta.n.02', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Eiche_bei_Graditz.jpg/800px-Eiche_bei_Graditz.jpg?20160909210713', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Leopard_Tree_AdF.jpg/800px-Leopard_Tree_AdF.jpg?20141121194516', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Iced-tree-limbs-in-sun.jpg/450px-Iced-tree-limbs-in-sun.jpg?20060225182411', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Flooded_Albizia_Saman_%28rain_tree%29_in_the_Mekong.jpg/800px-Flooded_Albizia_Saman_%28rain_tree%29_in_the_Mekong.jpg?20180101111807', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Adansonia_digitata.jpg/800px-Adansonia_digitata.jpg?20071209235654']",Eiche bei Graditz.jpg,"A perennial plant with a woody stem or trunk, normally growing to a significant height and bearing lateral branches at some distance from the ground.",black-forest-labs_FLUX.1-dev,kandinsky-community_kandinsky-3,0
86520164,1818,appendix_llama,cheese.n.01,color,"['dairy_product.n.01', 'food.n.02']","['butter.n.01', 'clabber.n.01', 'cream.n.02', 'curd.n.02', 'half-and-half.n.01', 'milk.n.01', 'whey.n.02', 'yogurt.n.01', 'baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'pasta.n.02', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Colouring_pencils.jpg/800px-Colouring_pencils.jpg?20230619113853', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Colored_pencils_chevre.jpg/800px-Colored_pencils_chevre.jpg?20060801023649', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/64_365_Color_Macro_%285498808099%29.jpg/800px-64_365_Color_Macro_%285498808099%29.jpg?20130130010656', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Monet_-_Die_japanische_Br%C3%BCcke_in_Giverny.jpg/668px-Monet_-_Die_japanische_Br%C3%BCcke_in_Giverny.jpg?20090630165520', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/BYR_color_wheel.svg/382px-BYR_color_wheel.svg.png?20180129055411']",Colouring pencils.jpg,"a property of light as seen by people, often characterized by its hue, saturation, and brightness.",kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,0
46994920,1823,appendix_llama,cheese.n.01,anadromous fish,"['dairy_product.n.01', 'food.n.02']","['butter.n.01', 'clabber.n.01', 'cream.n.02', 'curd.n.02', 'half-and-half.n.01', 'milk.n.01', 'whey.n.02', 'yogurt.n.01', 'baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'pasta.n.02', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/The_life_cycle_of_an_anadromous_parasitic_lamprey.tif/lossy-page1-603px-The_life_cycle_of_an_anadromous_parasitic_lamprey.tif.jpg?20150903164727', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Ocean_migration_of_Altantic_salmon.gif?20111230095822', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Fish_migrations_between_coral_reef%2C_macroalgae%2C_seagrass%2C_and_mangrove_habitats.jpg/800px-Fish_migrations_between_coral_reef%2C_macroalgae%2C_seagrass%2C_and_mangrove_habitats.jpg?20211104035957', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Sacramento_River_Juvenile_Anadromous_Fish_Monitoring_Project_at_Red_Bluff_%2822983796131%29.jpg/800px-Sacramento_River_Juvenile_Anadromous_Fish_Monitoring_Project_at_Red_Bluff_%2822983796131%29.jpg?20180511043546', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Sacramento_River_Juvenile_Anadromous_Fish_Monitoring_Project_at_Red_Bluff_%2822959277822%29.jpg/800px-Sacramento_River_Juvenile_Anadromous_Fish_Monitoring_Project_at_Red_Bluff_%2822959277822%29.jpg?20180511043556']",The life cycle of an anadromous parasitic lamprey.tif,Anadromous fish are species that migrate from the ocean to freshwater rivers and streams to spawn.,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,black-forest-labs_FLUX.1-dev,0
39139190,1833,appendix_llama,cheese.n.01,outerwear,"['dairy_product.n.01', 'food.n.02']","['butter.n.01', 'clabber.n.01', 'cream.n.02', 'curd.n.02', 'half-and-half.n.01', 'milk.n.01', 'whey.n.02', 'yogurt.n.01', 'baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'pasta.n.02', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Porter_wearing_protective_outer_garments_made_of_straw_LCCN2009632872.jpg/488px-Porter_wearing_protective_outer_garments_made_of_straw_LCCN2009632872.jpg?20181003115334', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Porter_wearing_protective_outer_garments_made_of_straw_LCCN2009632872.tif/lossy-page1-488px-Porter_wearing_protective_outer_garments_made_of_straw_LCCN2009632872.tif.jpg?20180327082059', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Kamala_Harris_with_Gregory_Meeks_and_Elijah_Cummings_-_2019.jpg/475px-Kamala_Harris_with_Gregory_Meeks_and_Elijah_Cummings_-_2019.jpg?20200221063150', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rassemblement_coll%C3%A8ge_conflans_17_10_20_-_foule_3.jpg/800px-Rassemblement_coll%C3%A8ge_conflans_17_10_20_-_foule_3.jpg?20201018203522', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Gael_Callonnec.jpg/403px-Gael_Callonnec.jpg?20200228001630']",Porter wearing protective outer garments made of straw LCCN2009632872.jpg,"Clothing designed to be worn outdoors, typically for protection against the weather.",DeepFloyd_IF-I-XL-v1.0,black-forest-labs_FLUX.1-dev,1
76425345,1834,appendix_llama,cheese.n.01,coat,"['dairy_product.n.01', 'food.n.02']","['butter.n.01', 'clabber.n.01', 'cream.n.02', 'curd.n.02', 'half-and-half.n.01', 'milk.n.01', 'whey.n.02', 'yogurt.n.01', 'baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'pasta.n.02', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Coat_of_arms_of_Seychelles.svg/591px-Coat_of_arms_of_Seychelles.svg.png?20240430153652', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Royal_Coat_of_Arms_of_the_United_Kingdom_%28St_Edward%27s_Crown%29.svg/620px-Royal_Coat_of_Arms_of_the_United_Kingdom_%28St_Edward%27s_Crown%29.svg.png?20220706153233', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Coat_of_arms_of_Siam.svg/500px-Coat_of_arms_of_Siam.svg.png?20221001102253', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Royal_Coat_of_Arms_of_the_Kingdom_of_Scotland.svg/620px-Royal_Coat_of_Arms_of_the_Kingdom_of_Scotland.svg.png?20191114001703', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Lesser_Coat_of_Arms_of_Ukraine.svg/330px-Lesser_Coat_of_Arms_of_Ukraine.svg.png?20220118191201']",Coat of arms of Seychelles.svg,"A garment typically with sleeves, fastened at the front and extending below the hips, worn outdoors to keep warm or as a fashion item.",DeepFloyd_IF-I-XL-v1.0,black-forest-labs_FLUX.1-dev,1
