,wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,result
146,7854184,146,appendix,mozzarella.n.01,mozzarella,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Mozzarella_di_bufala3.jpg/800px-Mozzarella_di_bufala3.jpg?20160708055206', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Mozzarella_cheese.jpg/800px-Mozzarella_cheese.jpg?20060603111700', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Mozzarella_cheese_%281%29.jpg/800px-Mozzarella_cheese_%281%29.jpg?20130227234243', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Shepherd%27s_pie_with_a_mozzarella_cheese_topping.jpg/800px-Shepherd%27s_pie_with_a_mozzarella_cheese_topping.jpg?20130501192237', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Mozzarella_cheese_and_tomato_salad.jpg/800px-Mozzarella_cheese_and_tomato_salad.jpg?20191019222116']",Mozzarella di bufala3.jpg,mild white Italian cheese,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,kandinsky-community_kandinsky-3,1.0
147,7854266,147,appendix,muenster.n.01,Muenster,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Muenster_Texas_Wood_Carving%2C_February_2013.jpg/450px-Muenster_Texas_Wood_Carving%2C_February_2013.jpg?20130206030933', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Ara-Zoo-Muenster-2013-02.jpg/800px-Ara-Zoo-Muenster-2013-02.jpg?20130512115943', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Muenster_June_2017_36_%28Muenster_City_Hall%29.jpg/800px-Muenster_June_2017_36_%28Muenster_City_Hall%29.jpg?20170618181856', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Muenster_Memorial_Hospital.JPG/603px-Muenster_Memorial_Hospital.JPG?20150826202349', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Muenster_June_2017_29_%28Muenster_Pharmacy%29.jpg/800px-Muenster_June_2017_29_%28Muenster_Pharmacy%29.jpg?20170618181844']","Muenster Texas Wood Carving, February 2013.jpg",semisoft pale-yellow cheese,prompthero_openjourney,stabilityai_sdxl-turbo,1.0
148,7854348,148,appendix,parmesan.n.01,Parmesan,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/5/5b/Parmigiano_reggiano_piece.jpg?20050125111439', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/A_Mushroom_Risotto_on_the_roll_of_parmesan_cheese.jpg/800px-A_Mushroom_Risotto_on_the_roll_of_parmesan_cheese.jpg?20221021021539', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Close_up_of_parmesan_cheese.jpg/400px-Close_up_of_parmesan_cheese.jpg?20190614224625', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Parmesan_cheese_20.jpg/471px-Parmesan_cheese_20.jpg?20200430202256', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Parmesan_cheese_knife_on_block_of_cheese.jpg/800px-Parmesan_cheese_knife_on_block_of_cheese.jpg?20150603005715']",Parmigiano reggiano piece.jpg,hard dry sharp-flavored Italian cheese; often grated,runwayml_stable-diffusion-v1-5,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,2.0
149,7851926,149,appendix,process_cheese.n.01,process_cheese,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Schmelzk%C3%A4se-1.jpg/800px-Schmelzk%C3%A4se-1.jpg?20080628201544', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Processed_cheese.jpg/800px-Processed_cheese.jpg?20111206033525', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Government_cheese.jpg/585px-Government_cheese.jpg?20221008153057', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Cheese_-_food_fair_london.jpg/800px-Cheese_-_food_fair_london.jpg?20070613095531', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Processed_cheese_1.jpg/800px-Processed_cheese_1.jpg?20201208161626']",Schmelzkäse-1.jpg,made by blending several lots of cheese,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,0.0
150,7854455,150,appendix,quark_cheese.n.01,quark_cheese,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Skimmed_milk_quark_on_spoon.jpg/750px-Skimmed_milk_quark_on_spoon.jpg?20140810211702', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Quark_liptauer_cheese.jpg/800px-Quark_liptauer_cheese.jpg?20130227235222', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Quark_brot.jpg?20170721212431', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Skimmed_milk_quark_on_plate.jpg/750px-Skimmed_milk_quark_on_plate.jpg?20140810211702', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Toastbrot-mit-Quark-und-Schmootsch.jpg/800px-Toastbrot-mit-Quark-und-Schmootsch.jpg?20130303222114']",Skimmed milk quark on spoon.jpg,"fresh unripened cheese of a smooth texture made from pasteurized milk, a starter, and rennet",PixArt-alpha_PixArt-Sigma-XL-2-512-MS,playgroundai_playground-v2.5-1024px-aesthetic,3.0
151,7854614,151,appendix,ricotta.n.01,ricotta,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Ricotta_pugliese.jpg/613px-Ricotta_pugliese.jpg?20240211193205', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Ricotta.jpeg?20220518070450', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Spinach_and_ricotta_cannelloni.jpg/800px-Spinach_and_ricotta_cannelloni.jpg?20120901112430', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Ricotta_di_pecora_di_contrada_Sovereto_di_Candidoni_%28Calabria%29.jpg/450px-Ricotta_di_pecora_di_contrada_Sovereto_di_Candidoni_%28Calabria%29.jpg?20230819174632', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Finished_homemade_ricotta%21.jpg/800px-Finished_homemade_ricotta%21.jpg?20211026222906']",Ricotta pugliese.jpg,soft Italian cheese like cottage cheese,DeepFloyd_IF-I-XL-v1.0,runwayml_stable-diffusion-v1-5,0.0
152,7854707,152,appendix,string_cheese.n.01,string_cheese,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/%C3%9Aden%C3%BD_korb%C3%A1%C4%8Dik_%28Slovakia%29.jpg/384px-%C3%9Aden%C3%BD_korb%C3%A1%C4%8Dik_%28Slovakia%29.jpg?20080418193941', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/String_cheese.jpg/800px-String_cheese.jpg?20180423174809', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/String_Cheese_%287973943306%29.jpg/376px-String_Cheese_%287973943306%29.jpg?20141127182018', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/String_Cheese_%287973943306%29_%28cropped%29.jpg/359px-String_Cheese_%287973943306%29_%28cropped%29.jpg?20230312194609', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Ukrainian_smoked_cheese_Kosychka_02.jpg/800px-Ukrainian_smoked_cheese_Kosychka_02.jpg?20170107032415']",Údený korbáčik (Slovakia).jpg,cheese formed in long strings twisted together,kandinsky-community_kandinsky-3,stabilityai_stable-diffusion-xl-base-1.0,1.0
153,7854813,153,appendix,swiss_cheese.n.01,Swiss_cheese,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Belper_M%C3%BCrggel%2C_WikiCheese_Lausanne.jpg/764px-Belper_M%C3%BCrggel%2C_WikiCheese_Lausanne.jpg?20161031185255', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Belper_M%C3%BCrggel_B%2C_WikiCheese_Lausanne.jpg/789px-Belper_M%C3%BCrggel_B%2C_WikiCheese_Lausanne.jpg?20161117194615', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Cheeses_20090722_073124.jpg/800px-Cheeses_20090722_073124.jpg?20230129213430', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Swiss_cheese_cellar.jpg?20081214195243', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Belper_Knolle_Gold%2C_black_support%2C_WikiCheese_Lausanne.jpg/800px-Belper_Knolle_Gold%2C_black_support%2C_WikiCheese_Lausanne.jpg?20161031194130']","Belper Mürggel, WikiCheese Lausanne.jpg",hard pale yellow cheese with many holes from Switzerland,stabilityai_stable-diffusion-3-medium-diffusers,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,0.0
154,7851641,154,appendix,triple_cream.n.01,triple_cream,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Brillat-savarin.jpg/800px-Brillat-savarin.jpg?20110630124448', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Triple_Sundae.jpg/800px-Triple_Sundae.jpg?20150608112109', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Brie_Triple_Cream.jpg?20050927070712', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/FARRELL%27S_ice_cream.jpg/450px-FARRELL%27S_ice_cream.jpg?20161025194722', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Oreo_Cookies%2C_Neapolitan%2C_Triple_Double%2C_%2813707584363%29.jpg/800px-Oreo_Cookies%2C_Neapolitan%2C_Triple_Double%2C_%2813707584363%29.jpg?20221101172622']",Brillat-savarin.jpg,fresh soft French cheese containing at least 72% fat,retrieval,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,0.0
155,7855317,155,appendix,velveeta.n.01,Velveeta,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Velveeta_Cheese.JPG/770px-Velveeta_Cheese.JPG?20100602035811', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Cheeseburger_with_Velveeta_processed_cheese_and_bacon.jpg/800px-Cheeseburger_with_Velveeta_processed_cheese_and_bacon.jpg?20100315034421', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Velveeta_2021.png?20220324171358', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Velveeta_brand_logo.png?20210731222930', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Kraft_Velveeta%2C_1948_%281%29.jpg/440px-Kraft_Velveeta%2C_1948_%281%29.jpg?20160819104150']",Velveeta Cheese.JPG,trademark: soft processed American cheese,DeepFloyd_IF-I-XL-v1.0,prompthero_openjourney,0.0
156,4105893,156,appendix,room.n.01,room,['area.n.05'],"['aisle.n.03', 'auditorium.n.01', 'baggage_claim.n.01', 'box.n.07', 'breakfast_area.n.01', 'bullpen.n.01', 'chancel.n.01', 'choir.n.03', 'corner.n.03', 'court.n.10', 'dead-air_space.n.01', 'dining_area.n.01', 'enclosure.n.01', 'goalmouth.n.01', 'hideaway.n.02', 'nave.n.01', 'orchestra_pit.n.01', 'panopticon.n.01', 'patio.n.01', 'pit.n.06', 'pit.n.07', 'press_gallery.n.01', 'pull-off.n.01', 'quad.n.04', 'room.n.01', 'second_balcony.n.01', 'storage_space.n.01', 'threshing_floor.n.01', 'turnaround.n.03']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/A_room_in_Tabatabai_House%2C_Kashan%2C_Iran.jpg/800px-A_room_in_Tabatabai_House%2C_Kashan%2C_Iran.jpg?20201001055808', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Japanese_youth_hostel_room.jpg/800px-Japanese_youth_hostel_room.jpg?20070103002220', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/D%C3%BClmen%2C_Alte_Brennerei_L%C3%B6hning_--_2015_--_8609-13.jpg/800px-D%C3%BClmen%2C_Alte_Brennerei_L%C3%B6hning_--_2015_--_8609-13.jpg?20161124071458', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Cukrowicz_nachbaur_Kapelle_1.JPG/438px-Cukrowicz_nachbaur_Kapelle_1.JPG?20090905123247', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Fortezza_Verrucole_Archeopark_interno.jpg/800px-Fortezza_Verrucole_Archeopark_interno.jpg?20170927122638']","A room in Tabatabai House, Kashan, Iran.jpg",an area within a building enclosed by walls and floor and ceiling,DeepFloyd_IF-I-XL-v1.0,stabilityai_sdxl-turbo,0.0
157,2710324,157,appendix,anechoic_chamber.n.01,anechoic_chamber,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/RF_Fully_Anechoic_Room_2.jpg/800px-RF_Fully_Anechoic_Room_2.jpg?20171130162702', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/FDA_Bldg_62_-_Anechoic_Chamber_%285160771795%29.jpg/800px-FDA_Bldg_62_-_Anechoic_Chamber_%285160771795%29.jpg?20140628142109', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Vocal_recording_2%2C_Enrolling_Stones_in_the_Studio%2C_Studio_A%2C_Downtown_Recording.jpg/450px-Vocal_recording_2%2C_Enrolling_Stones_in_the_Studio%2C_Studio_A%2C_Downtown_Recording.jpg?20130424025538', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Vocal_recording_1%2C_Enrolling_Stones_in_the_Studio%2C_Studio_A%2C_Downtown_Recording.jpg/800px-Vocal_recording_1%2C_Enrolling_Stones_in_the_Studio%2C_Studio_A%2C_Downtown_Recording.jpg?20130424024225', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Radio-frequency-anechoic-chamber-HDR-0a.jpg/800px-Radio-frequency-anechoic-chamber-HDR-0a.jpg?20090119171512']",RF Fully Anechoic Room 2.jpg,a chamber having very little reverberation,playgroundai_playground-v2.5-1024px-aesthetic,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,0.0
158,2715513,158,appendix,anteroom.n.01,anteroom,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Universit%C3%A4t_Wien_-_Vestibule_dome_view-2016.jpg/585px-Universit%C3%A4t_Wien_-_Vestibule_dome_view-2016.jpg?20160421065201', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Vitebsky_Rail_Terminal_Vestibule_1.jpg/800px-Vitebsky_Rail_Terminal_Vestibule_1.jpg?20140824142818', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Superior_floor_elevators_vestibule_with_flower_bouquets_at_InterContinental_Hotel_Singapore.jpg/600px-Superior_floor_elevators_vestibule_with_flower_bouquets_at_InterContinental_Hotel_Singapore.jpg?20220208040446', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Elevators_vestibule_with_flower_bouquets_at_InterContinental_Hotel_Singapore.jpg/600px-Elevators_vestibule_with_flower_bouquets_at_InterContinental_Hotel_Singapore.jpg?20190330025649', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Arch-render-vestibule.png?20070130213037']",Universität Wien - Vestibule dome view-2016.jpg,a large entrance or reception room or area,stabilityai_stable-diffusion-3-medium-diffusers,stabilityai_sdxl-turbo,2.0
159,2770293,159,appendix,back_room.n.01,back_room,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/British_Museum_Reading_Room_Panorama_Feb_2006.jpg/799px-British_Museum_Reading_Room_Panorama_Feb_2006.jpg?20140125212506', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/RooksBackOfSavrasov.jpg/460px-RooksBackOfSavrasov.jpg?20061116123139', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/NYC_Public_Library_Research_Room_Jan_2006-1-_3.jpg/800px-NYC_Public_Library_Research_Room_Jan_2006-1-_3.jpg?20150428220329', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Graz_University-Library_reading-room.jpg/800px-Graz_University-Library_reading-room.jpg?20051003070701', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/State_Library_of_Victoria_La_Trobe_Reading_room_5th_floor_view.jpg/424px-State_Library_of_Victoria_La_Trobe_Reading_room_5th_floor_view.jpg?20090407184658']",British Museum Reading Room Panorama Feb 2006.jpg,a room located in the rear of an establishment; usually accessible only to privileged groups,DeepFloyd_IF-I-XL-v1.0,runwayml_stable-diffusion-v1-5,1.0
