wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_1,model_2,assessor_alina
3982331,205,appendix,poolroom.n.01,poolroom,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Castle_De_Haar_%281892-1913%29_-_Central_Lobby_-_Jeu_de_Billard_%28Billiard_Room%29.jpg/800px-Castle_De_Haar_%281892-1913%29_-_Central_Lobby_-_Jeu_de_Billard_%28Billiard_Room%29.jpg?20200927211049', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Billiard_room_in_Dushabe.jpg/450px-Billiard_room_in_Dushabe.jpg?20180220172932', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Billiard_room_in_Dushabe_3.jpg/800px-Billiard_room_in_Dushabe_3.jpg?20180220172942', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Billiard_room_in_Dushabe_2.jpg/450px-Billiard_room_in_Dushabe_2.jpg?20180220172939', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Billiard_room_at_Olveston_Historic_Home_in_Dunedin%2C_New_Zealand.jpg/800px-Billiard_room_at_Olveston_Historic_Home_in_Dunedin%2C_New_Zealand.jpg?20230224014311']",Castle De Haar (1892-1913) - Central Lobby - Jeu de Billard (Billiard Room).jpg,a room with pool tables where pool is played,stabilityai_stable-diffusion-xl-base-1.0,black-forest-labs_FLUX.1-dev,3
4055595,207,appendix,rathole.n.02,rathole,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/3/31/Rathole_lane_-_geograph.org.uk_-_2661261.jpg?20210921225237', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Rathole_Lane_Crossing_-_geograph.org.uk_-_2010576.jpg?20210517034408', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Rathole_Lane_in_autumn_-_geograph.org.uk_-_3188875.jpg/800px-Rathole_Lane_in_autumn_-_geograph.org.uk_-_3188875.jpg?20220206085208', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Railway_line_east_of_Rathole_Lane_Crossing_-_geograph.org.uk_-_2467732.jpg?20210810114511', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Rathole_-_Hirata_Folk_Art_Museum_-_Takayama%2C_Gifu%2C_Japan_-_DSC06702.jpg/467px-Rathole_-_Hirata_Folk_Art_Museum_-_Takayama%2C_Gifu%2C_Japan_-_DSC06702.jpg?20181121104807']",Rathole lane - geograph.org.uk - 2661261.jpg,a small dirty uncomfortable room,kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,2
4157099,213,appendix,scullery.n.01,scullery,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Scullery_in_Museum_Willet-Holthuysen.jpg/331px-Scullery_in_Museum_Willet-Holthuysen.jpg?20210218195506', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Back_scullery_%284869152647%29.jpg/800px-Back_scullery_%284869152647%29.jpg?20161218010754', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Scullery_%2824208581013%29.jpg/450px-Scullery_%2824208581013%29.jpg?20160930191603', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Scullery%2C_Speke_Hall.jpg/781px-Scullery%2C_Speke_Hall.jpg?20170413220509', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Home_Farm_scullery%2C_Beamish_Museum%2C_17_May_2011.jpg/450px-Home_Farm_scullery%2C_Beamish_Museum%2C_17_May_2011.jpg?20140425003729']",Scullery in Museum Willet-Holthuysen.jpg,a small room (in large old British houses) next to the kitchen; where kitchen utensils are cleaned and kept and other rough household jobs are done,black-forest-labs_FLUX.1-dev,playgroundai_playground-v2.5-1024px-aesthetic,3
4209509,216,appendix,shower_room.n.01,shower_room,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Orazio_Gentileschi_-_Dana%C3%AB_and_the_Shower_of_Gold_-_2016.6_-_J._Paul_Getty_Museum.jpg/800px-Orazio_Gentileschi_-_Dana%C3%AB_and_the_Shower_of_Gold_-_2016.6_-_J._Paul_Getty_Museum.jpg?20160423102956', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Shower_room_%285169158241%29.jpg/800px-Shower_room_%285169158241%29.jpg?20140123013844', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Room_with_shower_view.jpg/411px-Room_with_shower_view.jpg?20190129111902', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Hokutosei_Shower_room_20140917.jpg/450px-Hokutosei_Shower_room_20140917.jpg?20141115100801', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/HK_bathing_room_with_shower_room_Aug-2011.jpg/800px-HK_bathing_room_with_shower_room_Aug-2011.jpg?20110813102612']",Orazio Gentileschi - Danaë and the Shower of Gold - 2016.6 - J. Paul Getty Museum.jpg,a room with several showers,black-forest-labs_FLUX.1-dev,retrieval,1
4532504,231,appendix,vestry.n.02,vestry,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Sakristei_Dom_K%C3%B6ln.jpg/800px-Sakristei_Dom_K%C3%B6ln.jpg?20080407110704', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Sacristygennep.jpg/450px-Sacristygennep.jpg?20070811185654', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Dom_Sakristei_Brixen_2005-12-13.jpg/800px-Dom_Sakristei_Brixen_2005-12-13.jpg?20051215095030', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Old_Vestry%2C_St_John%27s_Town_of_Dalry%2C_Dumfries_and_Galloway.jpg/800px-Old_Vestry%2C_St_John%27s_Town_of_Dalry%2C_Dumfries_and_Galloway.jpg?20230420185700', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Old_Vestry_and_war_memorial%2C_St_John%27s_Town_of_Dalry%2C_Dumfries_and_Galloway.jpg/800px-Old_Vestry_and_war_memorial%2C_St_John%27s_Town_of_Dalry%2C_Dumfries_and_Galloway.jpg?20230420190143']",Sakristei Dom Köln.jpg,a room in a church where sacred vessels and vestments are kept or meetings are held,stabilityai_sdxl-turbo,black-forest-labs_FLUX.1-dev,3
4602762,234,appendix,workroom.n.01,workroom,['room.n.01'],"['anechoic_chamber.n.01', 'anteroom.n.01', 'back_room.n.01', 'ballroom.n.01', 'barroom.n.01', 'bathroom.n.01', 'bedroom.n.01', 'belfry.n.02', 'billiard_room.n.01', 'boardroom.n.01', 'cardroom.n.01', 'cell.n.06', 'cell.n.07', 'chamber.n.03', 'checkroom.n.01', 'classroom.n.01', 'clean_room.n.01', 'cloakroom.n.02', 'closet.n.04', 'clubroom.n.01', 'compartment.n.02', 'conference_room.n.01', 'control_room.n.01', 'court.n.02', 'cubby.n.01', 'cutting_room.n.01', 'darkroom.n.01', 'den.n.04', 'dinette.n.01', 'dining_room.n.01', 'door.n.05', 'dressing_room.n.01', 'durbar.n.01', 'engineering.n.03', 'floor.n.10', 'furnace_room.n.01', 'gallery.n.03', 'gallery.n.04', 'greenroom.n.01', 'guardroom.n.02', 'hall.n.03', 'hospital_room.n.01', 'kitchen.n.01', 'library.n.01', 'living_room.n.01', 'locker_room.n.01', 'lounge.n.02', 'manor_hall.n.01', 'poolroom.n.01', 'presence_chamber.n.01', 'rathole.n.02', 'reading_room.n.01', 'reception_room.n.01', 'recreation_room.n.01', 'rotunda.n.02', 'scriptorium.n.01', 'scullery.n.01', 'sewing_room.n.01', 'shipping_room.n.01', 'shower_room.n.01', 'sickbay.n.01', 'sickroom.n.01', 'smoking_room.n.01', 'squad_room.n.01', 'squad_room.n.02', 'steam_bath.n.01', 'storeroom.n.01', 'study.n.05', 'sun_parlor.n.01', 'surgery.n.02', 'television_room.n.01', 'test_room.n.01', 'toilet.n.01', 'torture_chamber.n.01', 'vestry.n.02', 'walk-in.n.04', 'war_room.n.01', 'workroom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Werkstatt_eines_Schiffszimmerers_im_Altonaer_Museum_IMG_5128_edit.jpg/800px-Werkstatt_eines_Schiffszimmerers_im_Altonaer_Museum_IMG_5128_edit.jpg?20110428160839', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Haltern_am_See%2C_Sythen%2C_Werkzeughalle_der_Quarzwerke_--_2015_--_4990.jpg/800px-Haltern_am_See%2C_Sythen%2C_Werkzeughalle_der_Quarzwerke_--_2015_--_4990.jpg?20161223151525', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Houtzagerij_Sagi_Tschiertschen_03.jpg/800px-Houtzagerij_Sagi_Tschiertschen_03.jpg?20171114071254', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Worker_in_S%C3%A3o_Paulo_city.jpg/589px-Worker_in_S%C3%A3o_Paulo_city.jpg?20161222154838', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Une_Restauration_by_Edouard_Dantan.jpg/471px-Une_Restauration_by_Edouard_Dantan.jpg?20160124115533']",Werkstatt eines Schiffszimmerers im Altonaer Museum IMG 5128 edit.jpg,room where work is done,black-forest-labs_FLUX.1-dev,prompthero_openjourney,2
7649854,235,appendix,meat.n.01,meat,['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'pasta.n.02', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Mercado_Municipal_%28S%C3%A3o_Paulo%29_07.jpg/800px-Mercado_Municipal_%28S%C3%A3o_Paulo%29_07.jpg?20240522015901', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/FoodMeat.jpg/800px-FoodMeat.jpg?20090217225448', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Meat_burek_%28GAK_bakery%2C_Belgrade%2C_Serbia%29.jpg/800px-Meat_burek_%28GAK_bakery%2C_Belgrade%2C_Serbia%29.jpg?20220922145735', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Meat_packages_in_a_Roman_supermarket.jpg/800px-Meat_packages_in_a_Roman_supermarket.jpg?20090804170416', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Meat_6.png/800px-Meat_6.png?20230328135306']",Mercado Municipal (São Paulo) 07.jpg,the flesh of animals (including fishes and birds and snails) used as food,prompthero_openjourney,black-forest-labs_FLUX.1-dev,2
7644382,237,appendix,bird.n.02,bird,['meat.n.01'],"['beef.n.02', 'bird.n.02', 'carbonado.n.02', 'cold_cuts.n.01', 'cut.n.06', 'dark_meat.n.01', 'escargot.n.01', 'game.n.07', 'halal.n.01', 'horsemeat.n.01', 'jerky.n.01', 'lamb.n.05', 'mouton.n.01', 'pemmican.n.01', 'pork.n.01', 'raw_meat.n.01', 'red_meat.n.01', 'sausage.n.01', 'sausage_meat.n.01', 'stew_meat.n.01', 'variety_meat.n.01', 'veal.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Crested_Tern_Tasmania_%28edit%29.jpg/800px-Crested_Tern_Tasmania_%28edit%29.jpg?20080919132238', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Landsvale.jpg/800px-Landsvale.jpg?20121112084549', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Superb_fairy_wren2_LiquidGhoul.jpg/800px-Superb_fairy_wren2_LiquidGhoul.jpg?20060112141627', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Lesser_Black-backed_Gull_-_Barcelona%2C_Spain_-_Jan_2007.jpg/596px-Lesser_Black-backed_Gull_-_Barcelona%2C_Spain_-_Jan_2007.jpg?20070113154242', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Ploceus_velatus_beak_open.jpg/800px-Ploceus_velatus_beak_open.jpg?20190203182230']",Crested Tern Tasmania (edit).jpg,the flesh of a bird or fowl (wild or domestic) used as food,retrieval,black-forest-labs_FLUX.1-dev,3
7654438,239,appendix,cold_cuts.n.01,cold_cuts,['meat.n.01'],"['beef.n.02', 'bird.n.02', 'carbonado.n.02', 'cold_cuts.n.01', 'cut.n.06', 'dark_meat.n.01', 'escargot.n.01', 'game.n.07', 'halal.n.01', 'horsemeat.n.01', 'jerky.n.01', 'lamb.n.05', 'mouton.n.01', 'pemmican.n.01', 'pork.n.01', 'raw_meat.n.01', 'red_meat.n.01', 'sausage.n.01', 'sausage_meat.n.01', 'stew_meat.n.01', 'variety_meat.n.01', 'veal.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Coldcuts.JPG/800px-Coldcuts.JPG?20061230141143', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Cold_cuts.jpg/752px-Cold_cuts.jpg?20150901090621', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/%CE%9A%CE%B1%CE%B2%CE%BF%CF%85%CF%81%CE%BC%CE%AC%CF%82_2037.jpg/800px-%CE%9A%CE%B1%CE%B2%CE%BF%CF%85%CF%81%CE%BC%CE%AC%CF%82_2037.jpg?20201217180521', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Cold_cuts_and_cheese.jpg?20160320110646', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/1855_Colton_Map_of_Turkey%2C_Iraq%2C_and_Syria_-_Geographicus_-_TurkeyIraq-colton-1855.jpg/692px-1855_Colton_Map_of_Turkey%2C_Iraq%2C_and_Syria_-_Geographicus_-_TurkeyIraq-colton-1855.jpg?20110323153305']",Coldcuts.JPG,sliced assorted cold meats,stabilityai_stable-diffusion-xl-base-1.0,black-forest-labs_FLUX.1-dev,3
7651159,251,appendix,raw_meat.n.01,raw_meat,['meat.n.01'],"['beef.n.02', 'bird.n.02', 'carbonado.n.02', 'cold_cuts.n.01', 'cut.n.06', 'dark_meat.n.01', 'escargot.n.01', 'game.n.07', 'halal.n.01', 'horsemeat.n.01', 'jerky.n.01', 'lamb.n.05', 'mouton.n.01', 'pemmican.n.01', 'pork.n.01', 'raw_meat.n.01', 'red_meat.n.01', 'sausage.n.01', 'sausage_meat.n.01', 'stew_meat.n.01', 'variety_meat.n.01', 'veal.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/A_fresh_and_uncooked_meat_seller_trying_to_cut_his_meat_to_sell_to_his_customer.jpg/360px-A_fresh_and_uncooked_meat_seller_trying_to_cut_his_meat_to_sell_to_his_customer.jpg?20171127010541', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/13-09-01-kochtreffen-wien-Bi-frie-057.jpg/800px-13-09-01-kochtreffen-wien-Bi-frie-057.jpg?20130905100307', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Assiette_de_viande_crue_-_Restaurant_Carnegie_Hall_%C3%A0_Lyon.jpg/755px-Assiette_de_viande_crue_-_Restaurant_Carnegie_Hall_%C3%A0_Lyon.jpg?20200706102606', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Raw_Meat.jpg/450px-Raw_Meat.jpg?20200715162510', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/The_wild_cat_%28for_the_Highbinder%27s_feast_of_the_uncooked_meat%29%2C_Chinatown%2C_San_Francisco_LOC_agc.7a08876.tif/lossy-page1-287px-The_wild_cat_%28for_the_Highbinder%27s_feast_of_the_uncooked_meat%29%2C_Chinatown%2C_San_Francisco_LOC_agc.7a08876.tif.jpg?20180411060700']",A fresh and uncooked meat seller trying to cut his meat to sell to his customer.jpg,uncooked meat,black-forest-labs_FLUX.1-dev,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,3
7651454,256,appendix,variety_meat.n.01,variety_meat,['meat.n.01'],"['beef.n.02', 'bird.n.02', 'carbonado.n.02', 'cold_cuts.n.01', 'cut.n.06', 'dark_meat.n.01', 'escargot.n.01', 'game.n.07', 'halal.n.01', 'horsemeat.n.01', 'jerky.n.01', 'lamb.n.05', 'mouton.n.01', 'pemmican.n.01', 'pork.n.01', 'raw_meat.n.01', 'red_meat.n.01', 'sausage.n.01', 'sausage_meat.n.01', 'stew_meat.n.01', 'variety_meat.n.01', 'veal.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Sheep_offal_at_a_market_in_Bizerte_02.jpg/400px-Sheep_offal_at_a_market_in_Bizerte_02.jpg?20190811052952', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Sheep_offal_at_a_market_in_Bizerte_04.jpg/800px-Sheep_offal_at_a_market_in_Bizerte_04.jpg?20190811052957', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Offals_at_Istanbul.jpg/800px-Offals_at_Istanbul.jpg?20210106133635', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Pates_p1150435.jpg/701px-Pates_p1150435.jpg?20080925190123', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Sheep_offal_at_a_market_in_Bizerte_01.jpg/800px-Sheep_offal_at_a_market_in_Bizerte_01.jpg?20190811052952']",Sheep offal at a market in Bizerte 02.jpg,edible viscera of a butchered animal,stabilityai_stable-diffusion-3-medium-diffusers,black-forest-labs_FLUX.1-dev,1
7891726,258,appendix,wine.n.01,"wine,",['alcohol.n.01'],"['aperitif.n.01', 'brew.n.01', 'hard_cider.n.01', 'home_brew.n.01', 'hooch.n.01', 'kava.n.01', 'koumiss.n.01', 'liqueur.n.01', 'liquor.n.01', 'mixed_drink.n.01', 'neutral_spirits.n.01', 'nipa.n.02', 'perry.n.04', 'proof_spirit.n.01', 'pulque.n.01', 'rotgut.n.01', 'sake.n.02', 'slug.n.05', 'wine.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Schwappender_Wein.jpg/399px-Schwappender_Wein.jpg?20101218182959', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Port_wine.jpg/800px-Port_wine.jpg?20100818230542', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Red_Wine_Glass.jpg/321px-Red_Wine_Glass.jpg?20041230140448', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Wine_glass5275.jpg/800px-Wine_glass5275.jpg?20201011200622', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Evo_wine_dispenser_4.png/800px-Evo_wine_dispenser_4.png?20200422123244']",Schwappender Wein.jpg,fermented juice (of grapes especially),stabilityai_stable-diffusion-xl-base-1.0,black-forest-labs_FLUX.1-dev,1
